ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
53698	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31993;1			15			53698
53699	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31994;1			17			53699
53700	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31995;1			18			53700
53701	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31996;1			20			53701
53702	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31997;1			21			53702
53703	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31998;1			23			53703
53704	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;31999;1			25			53704
53705	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32000;1			26			53705
53706	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32001;1			27			53706
53707	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32002;1			29			53707
53708	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32003;1			30			53708
53709	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32004;1			31			53709
53710	Tèng-Chu T­íc So¸i LÖnh Bµi	0;102;32005;1			32			53710

53711	Tèng-Chu T­íc So¸i §ao (Cao)	0;3;32615;1			2			53711
53712	Tèng-Chu T­íc So¸i Tr­îng (Cao)	0;8;32616;1			3			53712
53713	Tèng-Chu T­íc So¸i Thñ (Cao)	0;0;32617;1			4			53713
53714	Tèng-Chu T­íc So¸i Ch©m (Cao)	0;1;32618;1			6			53714
53715	Tèng-Chu T­íc So¸i KiÕm (Cao)	0;2;32619;1			8			53715
53716	Tèng-Chu T­íc So¸i CÇm (Cao)	0;10;32620;1			9			53716
53717	Tèng-Chu T­íc So¸i Thñ (Cao)	0;0;32621;1			11			53717
53718	Tèng-Chu T­íc So¸i C«n (Cao)	0;5;32622;1			12			53718
53719	Tèng-Chu T­íc So¸i KiÕm (Cao)	0;2;32623;1			14			53719
53720	Tèng-Chu T­íc So¸i Bót (Cao)	0;9;32624;1			15			53720
53721	Tèng-Chu T­íc So¸i Th­¬ng (Cao)	0;6;32625;1			17			53721
53722	Tèng-Chu T­íc So¸i Cung (Cao)	0;4;32626;1			18			53722
53723	Tèng-Chu T­íc So¸i Song §ao (Cao)	0;7;32627;1			20			53723
53724	Tèng-Chu T­íc So¸i Tr¶o (Cao)	0;11;32628;1			21			53724
53725	Tèng-Chu T­íc So¸i KiÕm (Cao)	0;2;32629;1			23			53725
53726	Tèng-Chu T­íc So¸i §ao (Cao)	0;3;32630;1			25			53726
53727	Tèng-Chu T­íc So¸i Bót (Cao)	0;9;32631;1			26			53727
53728	Tèng-Chu T­íc So¸i Tr¶o (Cao)	0;11;32632;1			27			53728
53729	Tèng-Chu T­íc So¸i PhiÕn (Cao)	0;13;32633;1			29			53729
53730	Tèng-Chu T­íc So¸i §Þch (Cao)	0;12;32634;1			30			53730
53731	Tèng-Chu T­íc So¸i Chñy (Cao)	0;14;32635;1			31			53731
53732	Tèng-Chu T­íc So¸i KiÕm (Cao)	0;2;32636;1			32			53732

53733	Liªu-Chu T­íc So¸i Kh«i	0;103;32325;1			2			53733
53734	Liªu-Chu T­íc So¸i Kh«i	0;103;32326;1			3			53734
53735	Liªu-Chu T­íc So¸i Kh«i	0;103;32327;1			4			53735
53736	Liªu-Chu T­íc So¸i Kh«i	0;103;32328;1			6			53736
53737	Liªu-Chu T­íc So¸i Kh«i	0;103;32329;1			8			53737
53738	Liªu-Chu T­íc So¸i Kh«i	0;103;32330;1			9			53738
53739	Liªu-Chu T­íc So¸i Kh«i	0;103;32331;1			11			53739
53740	Liªu-Chu T­íc So¸i Kh«i	0;103;32332;1			12			53740
53741	Liªu-Chu T­íc So¸i Kh«i	0;103;32333;1			14			53741
53742	Liªu-Chu T­íc So¸i Kh«i	0;103;32334;1			15			53742
53743	Liªu-Chu T­íc So¸i Kh«i	0;103;32335;1			17			53743
53744	Liªu-Chu T­íc So¸i Kh«i	0;103;32336;1			18			53744
53745	Liªu-Chu T­íc So¸i Kh«i	0;103;32337;1			20			53745
53746	Liªu-Chu T­íc So¸i Kh«i	0;103;32338;1			21			53746
53747	Liªu-Chu T­íc So¸i Kh«i	0;103;32339;1			23			53747
53748	Liªu-Chu T­íc So¸i Kh«i	0;103;32340;1			25			53748
53749	Liªu-Chu T­íc So¸i Kh«i	0;103;32341;1			26			53749
53750	Liªu-Chu T­íc So¸i Kh«i	0;103;32342;1			27			53750
53751	Liªu-Chu T­íc So¸i Kh«i	0;103;32343;1			29			53751
53752	Liªu-Chu T­íc So¸i Kh«i	0;103;32344;1			30			53752
53753	Liªu-Chu T­íc So¸i Kh«i	0;103;32345;1			31			53753
53754	Liªu-Chu T­íc So¸i Kh«i	0;103;32346;1			32			53754

53755	Liªu-Chu T­íc So¸i Y	0;100;32325;1			2			53755
53756	Liªu-Chu T­íc So¸i Y	0;100;32326;1			3			53756
53757	Liªu-Chu T­íc So¸i Y	0;100;32327;1			4			53757
53758	Liªu-Chu T­íc So¸i Y	0;100;32328;1			6			53758
53759	Liªu-Chu T­íc So¸i Y	0;100;32329;1			8			53759
53760	Liªu-Chu T­íc So¸i Y	0;100;32330;1			9			53760
53761	Liªu-Chu T­íc So¸i Y	0;100;32331;1			11			53761
53762	Liªu-Chu T­íc So¸i Y	0;100;32332;1			12			53762
53763	Liªu-Chu T­íc So¸i Y	0;100;32333;1			14			53763
53764	Liªu-Chu T­íc So¸i Y	0;100;32334;1			15			53764
53765	Liªu-Chu T­íc So¸i Y	0;100;32335;1			17			53765
53766	Liªu-Chu T­íc So¸i Y	0;100;32336;1			18			53766
53767	Liªu-Chu T­íc So¸i Y	0;100;32337;1			20			53767
53768	Liªu-Chu T­íc So¸i Y	0;100;32338;1			21			53768
53769	Liªu-Chu T­íc So¸i Y	0;100;32339;1			23			53769
53770	Liªu-Chu T­íc So¸i Y	0;100;32340;1			25			53770
53771	Liªu-Chu T­íc So¸i Y	0;100;32341;1			26			53771
53772	Liªu-Chu T­íc So¸i Y	0;100;32342;1			27			53772
53773	Liªu-Chu T­íc So¸i Y	0;100;32343;1			29			53773
53774	Liªu-Chu T­íc So¸i Y	0;100;32344;1			30			53774
53775	Liªu-Chu T­íc So¸i Y	0;100;32345;1			31			53775
53776	Liªu-Chu T­íc So¸i Y	0;100;32346;1			32			53776

53777	Liªu-Chu T­íc So¸i Trang	0;101;32325;1			2			53777
53778	Liªu-Chu T­íc So¸i Trang	0;101;32326;1			3			53778
53779	Liªu-Chu T­íc So¸i Trang	0;101;32327;1			4			53779
53780	Liªu-Chu T­íc So¸i Trang	0;101;32328;1			6			53780
53781	Liªu-Chu T­íc So¸i Trang	0;101;32329;1			8			53781
53782	Liªu-Chu T­íc So¸i Trang	0;101;32330;1			9			53782
53783	Liªu-Chu T­íc So¸i Trang	0;101;32331;1			11			53783
53784	Liªu-Chu T­íc So¸i Trang	0;101;32332;1			12			53784
53785	Liªu-Chu T­íc So¸i Trang	0;101;32333;1			14			53785
53786	Liªu-Chu T­íc So¸i Trang	0;101;32334;1			15			53786
53787	Liªu-Chu T­íc So¸i Trang	0;101;32335;1			17			53787
53788	Liªu-Chu T­íc So¸i Trang	0;101;32336;1			18			53788
53789	Liªu-Chu T­íc So¸i Trang	0;101;32337;1			20			53789
53790	Liªu-Chu T­íc So¸i Trang	0;101;32338;1			21			53790
53791	Liªu-Chu T­íc So¸i Trang	0;101;32339;1			23			53791
53792	Liªu-Chu T­íc So¸i Trang	0;101;32340;1			25			53792
53793	Liªu-Chu T­íc So¸i Trang	0;101;32341;1			26			53793
53794	Liªu-Chu T­íc So¸i Trang	0;101;32342;1			27			53794
53795	Liªu-Chu T­íc So¸i Trang	0;101;32343;1			29			53795
53796	Liªu-Chu T­íc So¸i Trang	0;101;32344;1			30			53796
53797	Liªu-Chu T­íc So¸i Trang	0;101;32345;1			31			53797
53798	Liªu-Chu T­íc So¸i Trang	0;101;32346;1			32			53798

53799	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32072;1			2			53799
53800	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32073;1			3			53800
53801	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32074;1			4			53801
53802	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32075;1			6			53802
53803	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32076;1			8			53803
53804	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32077;1			9			53804
53805	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32078;1			11			53805
53806	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32079;1			12			53806
53807	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32080;1			14			53807
53808	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32081;1			15			53808
53809	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32082;1			17			53809
53810	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32083;1			18			53810
53811	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32084;1			20			53811
53812	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32085;1			21			53812
53813	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32086;1			23			53813
53814	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32087;1			25			53814
53815	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32088;1			26			53815
53816	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32089;1			27			53816
53817	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32090;1			29			53817
53818	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32091;1			30			53818
53819	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32092;1			31			53819
53820	Liªu-Chu T­íc So¸i HiÖu Phï	0;102;32093;1			32			53820
53821	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32094;1			2			53821
53822	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32095;1			3			53822
53823	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32096;1			4			53823
53824	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32097;1			6			53824
53825	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32098;1			8			53825
53826	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32099;1			9			53826
53827	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32100;1			11			53827
53828	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32101;1			12			53828
53829	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32102;1			14			53829
53830	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32103;1			15			53830
53831	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32104;1			17			53831
53832	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32105;1			18			53832
53833	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32106;1			20			53833
53834	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32107;1			21			53834
53835	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32108;1			23			53835
53836	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32109;1			25			53836
53837	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32110;1			26			53837
53838	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32111;1			27			53838
53839	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32112;1			29			53839
53840	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32113;1			30			53840
53841	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32114;1			31			53841
53842	Liªu-Chu T­íc So¸i Hæ Phï	0;102;32115;1			32			53842
53843	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32116;1			2			53843
53844	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32117;1			3			53844
53845	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32118;1			4			53845
53846	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32119;1			6			53846
53847	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32120;1			8			53847
53848	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32121;1			9			53848
53849	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32122;1			11			53849
53850	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32123;1			12			53850
53851	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32124;1			14			53851
53852	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32125;1			15			53852
53853	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32126;1			17			53853
53854	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32127;1			18			53854
53855	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32128;1			20			53855
53856	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32129;1			21			53856
53857	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32130;1			23			53857
53858	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32131;1			25			53858
53859	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32132;1			26			53859
53860	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32133;1			27			53860
53861	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32134;1			29			53861
53862	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32135;1			30			53862
53863	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32136;1			31			53863
53864	Liªu-Chu T­íc So¸i LÖnh Kú	0;102;32137;1			32			53864
53865	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32138;1			2			53865
53866	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32139;1			3			53866
53867	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32140;1			4			53867
53868	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32141;1			6			53868
53869	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32142;1			8			53869
53870	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32143;1			9			53870
53871	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32144;1			11			53871
53872	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32145;1			12			53872
53873	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32146;1			14			53873
53874	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32147;1			15			53874
53875	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32148;1			17			53875
53876	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32149;1			18			53876
53877	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32150;1			20			53877
53878	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32151;1			21			53878
53879	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32152;1			23			53879
53880	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32153;1			25			53880
53881	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32154;1			26			53881
53882	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32155;1			27			53882
53883	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32156;1			29			53883
53884	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32157;1			30			53884
53885	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32158;1			31			53885
53886	Liªu-Chu T­íc So¸i LÖnh Bµi	0;102;32159;1			32			53886

53887	Liªu-Chu T­íc So¸i §ao (Cao)	0;3;32747;1			2			53887
53888	Liªu-Chu T­íc So¸i Tr­îng (Cao)	0;8;32748;1			3			53888
53889	Liªu-Chu T­íc So¸i Thñ (Cao)	0;0;32749;1			4			53889
53890	Liªu-Chu T­íc So¸i Ch©m (Cao)	0;1;32750;1			6			53890
53891	Liªu-Chu T­íc So¸i KiÕm (Cao)	0;2;32751;1			8			53891
53892	Liªu-Chu T­íc So¸i CÇm (Cao)	0;10;32752;1			9			53892
53893	Liªu-Chu T­íc So¸i Thñ (Cao)	0;0;32753;1			11			53893
53894	Liªu-Chu T­íc So¸i C«n (Cao)	0;5;32754;1			12			53894
53895	Liªu-Chu T­íc So¸i KiÕm (Cao)	0;2;32755;1			14			53895
53896	Liªu-Chu T­íc So¸i Bót (Cao)	0;9;32756;1			15			53896
53897	Liªu-Chu T­íc So¸i Th­¬ng (Cao)	0;6;32757;1			17			53897
53898	Liªu-Chu T­íc So¸i Cung (Cao)	0;4;32758;1			18			53898
53899	Liªu-Chu T­íc So¸i Song §ao (Cao)	0;7;32759;1			20			53899
53900	Liªu-Chu T­íc So¸i Tr¶o (Cao)	0;11;32760;1			21			53900
53901	Liªu-Chu T­íc So¸i KiÕm (Cao)	0;2;32761;1			23			53901
53902	Liªu-Chu T­íc So¸i §ao (Cao)	0;3;32762;1			25			53902
53903	Liªu-Chu T­íc So¸i Bót (Cao)	0;9;32763;1			26			53903
53904	Liªu-Chu T­íc So¸i Tr¶o (Cao)	0;11;32764;1			27			53904
53905	Liªu-Chu T­íc So¸i PhiÕn (Cao)	0;13;32765;1			29			53905
53906	Liªu-Chu T­íc So¸i §Þch (Cao)	0;12;32766;1			30			53906
53907	Liªu-Chu T­íc So¸i Chñy (Cao)	0;14;32767;1			31			53907
53908	Liªu-Chu T­íc So¸i KiÕm (Cao)	0;2;15300;1			32			53908

53909	Tèng-Uy_Ho_Kh«i_1	0;103;32171;1			2			53909
53910	Tèng-Uy_Ho_Kh«i_2	0;103;32172;1			3			53910
53911	Tèng-Uy_Ho_Kh«i_3	0;103;32173;1			4			53911
53912	Tèng-Uy_Ho_Kh«i_4	0;103;32174;1			6			53912
53913	Tèng-Uy_Ho_Kh«i_5	0;103;32175;1			8			53913
53914	Tèng-Uy_Ho_Kh«i_6	0;103;32176;1			9			53914
53915	Tèng-Uy_Ho_Kh«i_7	0;103;32177;1			11			53915
53916	Tèng-Uy_Ho_Kh«i_8	0;103;32178;1			12			53916
53917	Tèng-Uy_Ho_Kh«i_9	0;103;32179;1			14			53917
53918	Tèng-Uy_Ho_Kh«i_10	0;103;32180;1			15			53918
53919	Tèng-Uy_Ho_Kh«i_11	0;103;32181;1			17			53919
53920	Tèng-Uy_Ho_Kh«i_12	0;103;32182;1			18			53920
53921	Tèng-Uy_Ho_Kh«i_13	0;103;32183;1			20			53921
53922	Tèng-Uy_Ho_Kh«i_14	0;103;32184;1			21			53922
53923	Tèng-Uy_Ho_Kh«i_15	0;103;32185;1			23			53923
53924	Tèng-Uy_Ho_Kh«i_16	0;103;32186;1			25			53924
53925	Tèng-Uy_Ho_Kh«i_17	0;103;32187;1			26			53925
53926	Tèng-Uy_Ho_Kh«i_18	0;103;32188;1			27			53926
53927	Tèng-Uy_Ho_Kh«i_19	0;103;32189;1			29			53927
53928	Tèng-Uy_Ho_Kh«i_20	0;103;32190;1			30			53928
53929	Tèng-Uy_Ho_Kh«i_21	0;103;32191;1			31			53929
53930	Tèng-Uy_Ho_Kh«i_22	0;103;32192;1			32			53930
53931	Tèng-Uy_Ho_Kh«i_Y_1	0;100;32171;1			2			53931
53932	Tèng-Uy_Ho_Kh«i_Y_2	0;100;32172;1			3			53932
53933	Tèng-Uy_Ho_Kh«i_Y_3	0;100;32173;1			4			53933
53934	Tèng-Uy_Ho_Kh«i_Y_4	0;100;32174;1			6			53934
53935	Tèng-Uy_Ho_Kh«i_Y_5	0;100;32175;1			8			53935
53936	Tèng-Uy_Ho_Kh«i_Y_6	0;100;32176;1			9			53936
53937	Tèng-Uy_Ho_Kh«i_Y_7	0;100;32177;1			11			53937
53938	Tèng-Uy_Ho_Kh«i_Y_8	0;100;32178;1			12			53938
53939	Tèng-Uy_Ho_Kh«i_Y_9	0;100;32179;1			14			53939
53940	Tèng-Uy_Ho_Kh«i_Y_10	0;100;32180;1			15			53940
53941	Tèng-Uy_Ho_Kh«i_Y_11	0;100;32181;1			17			53941
53942	Tèng-Uy_Ho_Kh«i_Y_12	0;100;32182;1			18			53942
53943	Tèng-Uy_Ho_Kh«i_Y_13	0;100;32183;1			20			53943
53944	Tèng-Uy_Ho_Kh«i_Y_14	0;100;32184;1			21			53944
53945	Tèng-Uy_Ho_Kh«i_Y_15	0;100;32185;1			23			53945
53946	Tèng-Uy_Ho_Kh«i_Y_16	0;100;32186;1			25			53946
53947	Tèng-Uy_Ho_Kh«i_Y_17	0;100;32187;1			26			53947
53948	Tèng-Uy_Ho_Kh«i_Y_18	0;100;32188;1			27			53948
53949	Tèng-Uy_Ho_Kh«i_Y_19	0;100;32189;1			29			53949
53950	Tèng-Uy_Ho_Kh«i_Y_20	0;100;32190;1			30			53950
53951	Tèng-Uy_Ho_Kh«i_Y_21	0;100;32191;1			31			53951
53952	Tèng-Uy_Ho_Kh«i_Y_22	0;100;32192;1			32			53952
53953	Tèng-Uy_Ho_Kh«i_Trang_1	0;101;32171;1			2			53953
53954	Tèng-Uy_Ho_Kh«i_Trang_2	0;101;32172;1			3			53954
53955	Tèng-Uy_Ho_Kh«i_Trang_3	0;101;32173;1			4			53955
53956	Tèng-Uy_Ho_Kh«i_Trang_4	0;101;32174;1			6			53956
53957	Tèng-Uy_Ho_Kh«i_Trang_5	0;101;32175;1			8			53957
53958	Tèng-Uy_Ho_Kh«i_Trang_6	0;101;32176;1			9			53958
53959	Tèng-Uy_Ho_Kh«i_Trang_7	0;101;32177;1			11			53959
53960	Tèng-Uy_Ho_Kh«i_Trang_8	0;101;32178;1			12			53960
53961	Tèng-Uy_Ho_Kh«i_Trang_9	0;101;32179;1			14			53961
53962	Tèng-Uy_Ho_Kh«i_Trang_10	0;101;32180;1			15			53962
53963	Tèng-Uy_Ho_Kh«i_Trang_11	0;101;32181;1			17			53963
53964	Tèng-Uy_Ho_Kh«i_Trang_12	0;101;32182;1			18			53964
53965	Tèng-Uy_Ho_Kh«i_Trang_13	0;101;32183;1			20			53965
53966	Tèng-Uy_Ho_Kh«i_Trang_14	0;101;32184;1			21			53966
53967	Tèng-Uy_Ho_Kh«i_Trang_15	0;101;32185;1			23			53967
53968	Tèng-Uy_Ho_Kh«i_Trang_16	0;101;32186;1			25			53968
53969	Tèng-Uy_Ho_Kh«i_Trang_17	0;101;32187;1			26			53969
53970	Tèng-Uy_Ho_Kh«i_Trang_18	0;101;32188;1			27			53970
53971	Tèng-Uy_Ho_Kh«i_Trang_19	0;101;32189;1			29			53971
53972	Tèng-Uy_Ho_Kh«i_Trang_20	0;101;32190;1			30			53972
53973	Tèng-Uy_Ho_Kh«i_Trang_21	0;101;32191;1			31			53973
53974	Tèng-Uy_Ho_Kh«i_Trang_22	0;101;32192;1			32			53974
53975	Liªu-Uy_Hæ_Kh«i_1	0;103;32215;1			2			53975
53976	Liªu-Uy_Hæ_Kh«i_2	0;103;32216;1			3			53976
53977	Liªu-Uy_Hæ_Kh«i_3	0;103;32217;1			4			53977
53978	Liªu-Uy_Hæ_Kh«i_4	0;103;32218;1			6			53978
53979	Liªu-Uy_Hæ_Kh«i_5	0;103;32219;1			8			53979
53980	Liªu-Uy_Hæ_Kh«i_6	0;103;32220;1			9			53980
53981	Liªu-Uy_Hæ_Kh«i_7	0;103;32221;1			11			53981
53982	Liªu-Uy_Hæ_Kh«i_8	0;103;32222;1			12			53982
53983	Liªu-Uy_Hæ_Kh«i_9	0;103;32223;1			14			53983
53984	Liªu-Uy_Hæ_Kh«i_10	0;103;32224;1			15			53984
53985	Liªu-Uy_Hæ_Kh«i_11	0;103;32225;1			17			53985
53986	Liªu-Uy_Hæ_Kh«i_12	0;103;32226;1			18			53986
53987	Liªu-Uy_Hæ_Kh«i_13	0;103;32227;1			20			53987
53988	Liªu-Uy_Hæ_Kh«i_14	0;103;32228;1			21			53988
53989	Liªu-Uy_Hæ_Kh«i_15	0;103;32229;1			23			53989
53990	Liªu-Uy_Hæ_Kh«i_16	0;103;32230;1			25			53990
53991	Liªu-Uy_Hæ_Kh«i_17	0;103;32231;1			26			53991
53992	Liªu-Uy_Hæ_Kh«i_18	0;103;32232;1			27			53992
53993	Liªu-Uy_Hæ_Kh«i_19	0;103;32233;1			29			53993
53994	Liªu-Uy_Hæ_Kh«i_20	0;103;32234;1			30			53994
53995	Liªu-Uy_Hæ_Kh«i_21	0;103;32235;1			31			53995
53996	Liªu-Uy_Hæ_Kh«i_22	0;103;32236;1			32			53996
53997	Liªu-Uy Hæ_Y_1	0;100;32215;1			2			53997
53998	Liªu-Uy Hæ_Y_2	0;100;32216;1			3			53998
53999	Liªu-Uy Hæ_Y_3	0;100;32217;1			4			53999
54000	Liªu-Uy Hæ_Y_4	0;100;32218;1			6			54000
54001	Liªu-Uy Hæ_Y_5	0;100;32219;1			8			54001
54002	Liªu-Uy Hæ_Y_6	0;100;32220;1			9			54002
54003	Liªu-Uy Hæ_Y_7	0;100;32221;1			11			54003
54004	Liªu-Uy Hæ_Y_8	0;100;32222;1			12			54004
54005	Liªu-Uy Hæ_Y_9	0;100;32223;1			14			54005
54006	Liªu-Uy Hæ_Y_10	0;100;32224;1			15			54006
54007	Liªu-Uy Hæ_Y_11	0;100;32225;1			17			54007
54008	Liªu-Uy Hæ_Y_12	0;100;32226;1			18			54008
54009	Liªu-Uy Hæ_Y_13	0;100;32227;1			20			54009
54010	Liªu-Uy Hæ_Y_14	0;100;32228;1			21			54010
54011	Liªu-Uy Hæ_Y_15	0;100;32229;1			23			54011
54012	Liªu-Uy Hæ_Y_16	0;100;32230;1			25			54012
54013	Liªu-Uy Hæ_Y_17	0;100;32231;1			26			54013
54014	Liªu-Uy Hæ_Y_18	0;100;32232;1			27			54014
54015	Liªu-Uy Hæ_Y_19	0;100;32233;1			29			54015
54016	Liªu-Uy Hæ_Y_20	0;100;32234;1			30			54016
54017	Liªu-Uy Hæ_Y_21	0;100;32235;1			31			54017
54018	Liªu-Uy Hæ_Y_22	0;100;32236;1			32			54018
54019	Liªu-Uy Hæ_Trang_1	0;101;32215;1			2			54019
54020	Liªu-Uy Hæ_Trang_2	0;101;32216;1			3			54020
54021	Liªu-Uy Hæ_Trang_3	0;101;32217;1			4			54021
54022	Liªu-Uy Hæ_Trang_4	0;101;32218;1			6			54022
54023	Liªu-Uy Hæ_Trang_5	0;101;32219;1			8			54023
54024	Liªu-Uy Hæ_Trang_6	0;101;32220;1			9			54024
54025	Liªu-Uy Hæ_Trang_7	0;101;32221;1			11			54025
54026	Liªu-Uy Hæ_Trang_8	0;101;32222;1			12			54026
54027	Liªu-Uy Hæ_Trang_9	0;101;32223;1			14			54027
54028	Liªu-Uy Hæ_Trang_10	0;101;32224;1			15			54028
54029	Liªu-Uy Hæ_Trang_11	0;101;32225;1			17			54029
54030	Liªu-Uy Hæ_Trang_12	0;101;32226;1			18			54030
54031	Liªu-Uy Hæ_Trang_13	0;101;32227;1			20			54031
54032	Liªu-Uy Hæ_Trang_14	0;101;32228;1			21			54032
54033	Liªu-Uy Hæ_Trang_15	0;101;32229;1			23			54033
54034	Liªu-Uy Hæ_Trang_16	0;101;32230;1			25			54034
54035	Liªu-Uy Hæ_Trang_17	0;101;32231;1			26			54035
54036	Liªu-Uy Hæ_Trang_18	0;101;32232;1			27			54036
54037	Liªu-Uy Hæ_Trang_19	0;101;32233;1			29			54037
54038	Liªu-Uy Hæ_Trang_20	0;101;32234;1			30			54038
54039	Liªu-Uy Hæ_Trang_21	0;101;32235;1			31			54039
54040	Liªu-Uy Hæ_Trang_22	0;101;32236;1			32			54040
0
54041	Tèng-Uy Hæ T­íng Qu©n LÖnh Bµi	0;102;31542;1			2			54041
54042	Tèng-Uy Hæ T­íng Qu©n LÖnh Bµi	0;102;31543;1			3			54042
54043	Tèng-Uy Hæ T­íng Qu©n LÖnh Bµi	0;102;31544;1			4			54043
54044	Tèng-Uy Hæ T­íng Qu©n LÖnh Bµi	0;102;31545;1			6			54044
