Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
378	get_talk	NpcName: ThiÕu hiÖp cã chuyÖn g×?	PlayerName: T¹i h¹ lÇn nµy ®Õn lµ ®Ó t×m mét lo¹i Kho¸ng Th¹ch quı tªn lµ HuyÒn Tinh.	NpcName: ı thiÕu hiÖp ta ®· hiÓu. HuyÒn Tinh tô héi thiªn ®Şa tinh hoa, v« cïng h÷u İch cho m«n ph¸i ta tu ®¹o, còng lµ b¶o vËt trÊn ph¸i, tr«ng thiÕu hiÖp kh«ng gièng víi ng­êi tu ®¹o, l¹i kh«ng gièng thî ®óc kiÕm, t×m kiÕm vËt nµy ®Ó lµm g×?	PlayerName: Thî RÌn L­u ë T­¬ng D­¬ng si mª ®óc kiÕm, muèn t×m kiÕm kho¸ng quı ®Ó ®óc t¹o ThÇn Binh, ta nhËn lêi nhê cña «ng ®Õn t×m lo¹i Kho¸ng Th¹ch nµy.	NpcName: NÕu thËt lµ nhËn lêi nhê cËy cña Thî RÌn L­u, th× còng kh«ng ph¶i lµ kh«ng thÓ ®­a cho ng­¬i. Nh­ng ta lµm sao biÕt ng­¬i nãi lµ thËt, nÕu ng­êi lµ ng­êi cã duyªn, sau nµy ¾t sÏ gÆp l¹i. ThiÕu hiÖp h·y vÒ ®i.																		
378	finish_talk	PlayerName: B¸i kiÕm Tr­ëng M«n.																						
379	get_talk	NpcName: ThiÕu hiÖp cã chuyÖn g×?	PlayerName: T¹i h¹ lÇn nµy ®Õn lµ ®Ó t×m mét lo¹i Kho¸ng Th¹ch quı tªn lµ HuyÒn Tinh.	NpcName: V« cùc sinh th¸i cùc, th¸i cùc sinh l­ìng nghi, l­ìng nghi sinh tø t­îng, tø t­îng sinh b¸t qu¸i; HuyÒn Tinh vèn lµ vËt ®iÒu hßa ©m d­¬ng, thiÕu hiÖp nÕu lµ ng­êi cã duyªn, ¾t sÏ tù t×m ®­îc, b©y giê thiÕu hiÖp h·y cø vÒ ®i.																				
379	finish_talk	PlayerName: B¸i kiÕn Ch©n Nh©n.																						
380	get_talk	NpcName: Kh«ng biÕt thiÕu hiÖp cã viÖc g×?	PlayerName: Thî RÌn L­u b»ng h÷u cña t¹i h¹ si mª ®óc kiÕm, muèn t×m kú kho¸ng ®Ó t¹o ThÇn Binh, t¹i h¹ nhËn lêi nhê cËn ®Õn t×m kho¸ng th¹ch HuyÒn Tinh.	NpcName: ThiÕu hiÖp tuÖ trİ, HuyÒn TInh lµ vËt trÊn thñ s¬n m«n cña ph¸i ta, nã lµ thiªn ngo¹i chi lùc vµ th¸i cùc chi lùc hîp thµnh; Vâ §ang ta lµ danh m«n chİnh ph¸i kh«ng mµng ®Õn danh lîi, ®­¬ng nhiªn sÏ gióp hÕt m×nh. ChØ lµ HuyÒn Tinh lµ vËt ngaoif hµnh tinh, hÊp thô Tinh Hoa NhËt NguyÖt ®· cã linh khİ, c¬ duyªn cña thiÕu hiÖp nh­ thÕ nµo th× ph¶i xem phóc ®øc cña thiÕu hiÖp råi. NÕu thiÕu hiÖp kh«ng lÊy ®­îc h·y quay vÒ nãi víi Thî RÌn L­u tuy «ng ta kh«ng næi tiÕng nh­ s­ phô cña  «ng ta, nh­ng còng lµ ng­êi cã danh tiÕng, biÕt bao nhiªu binh khİ tèt ®Òu do «ng ta ®óc ra.	PlayerName: §a t¹ Ch©n Nh©n chØ ®iÓm.																			
380	finish_talk	NpcName: Lµ l·o phu hå ®å, kh«ng suy nghÜ kü ®Ó thiÕu hiÖp véi v· lªn ®­êng. Giê ta còng hiÓu råi, HuyÒn Tinh kh«ng ph¶i dÔ dµng g× cã ®­îc.	PlayerName: HuyÒn Tinh lµ vËt ngoµi hµnh tinh, chøa ®ùng thÇn lùc, h¬n n÷a còng lµ vËt quı hiÕm, kh«ng biÕt bao nhiÒu ng­êi m­u ®å cã ®­îc, dùa vµo thùc lùc cña ta dï lµ lÊy ®­îc còng ch­a ch¾c ®· ®em vÒ ®­îc. Ta ph¶i luyÖn n©ng cao vâ c«ng míi ®­îc.	NpcName: ThiÕu HiÖp nãi ®óng, võa lóc ta cã mét sè nhiÖm vô chØ cÇn thiÕu hiÖp hoµn thµnh hµng ngµy, ch¨m chØ khæ luyÖn, sau nµy ¾t sÏ thµnh tµi! §îi ngµy sau thiÕu hiÖp vâ nghÖ tinh th«ng, ®em tİn vËt cña ta ®Õn gÆp tr­ëng m«n c¸c ®¹i m«n ph¸i ch¾c sÏ gióp ®­îc l·o phu lÊy ®­îc HuyÒn Tinh. L·o phu c¶m kİch v« cïng, ®Õn lóc ®ã ¾t sÏ b¸o ®¸p thiÕu hiÖp.	PlayerName: ®­îc th«i																			
381	get_talk	NpcName: V­ît mét lÇn bÊt cø phã b¶n V¹n KiÕm Chñng, §Şa HuyÒn Cung, L­¬ng S¬n, Th¸i NhÊt Th¸p  b×nh th­êng hay tinh anh, hoµn thµnh nhËn 1 PhiÕu Khiªu ChiÕn.																						
381	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
382	get_talk	NpcName: Tham gia bÊt cø chiÕn tr­êng Thiªn M«n TrËn, Ph¸o §µi ChiÕn, Th«n Trang ChiÕn, L­¬ng Th¶o ChiÕn, Nh¹n M«n Quan, ¢n O¸n Th¸i, hoµn thµnh nhËn 3 PhiÕu KhiÕu ChiÕn.																						
382	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
383	get_talk	NpcName: Hoµn thµnh nhiÖm vô Tam Ph­¬ng ThÕ Lùc hµng ngµy nhËn 2 PhiÕu Khiªu ChiÕn																						
383	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
384	get_talk	NpcName: Hoµn thµnh 1 lÇn nhiÖm vô Tam Ph­¬ng ThÕ Lùc VËn Tiªu, nhËn 1 PhiÕu Khiªu ChiÕn																						
384	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
385	get_talk	NpcName: Tiªu diÖt qu¸i chØ ®Şnh ë ThÊt L¹c Nhai, hoµn thµnh nhËn 2 PhiÕu Khiªu ChiÕn																						
385	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
386	get_talk	NpcName: Vµo Long Hæ §­êng, tiªu diÖt qu¸i chØ ®Şnh, hoµn thµnh nhËn 2 PhiÕu Khiªu ChiÕn																						
386	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
387	get_talk	NpcName: Tham gia DiÔn Vâ ChiÕn giai ®o¹n 1 hoµn thµnh 7 nhiÖm vô x©y dùng theo tuÇn, nhËn 3 PhiÕu Khiªu ChiÕn																						
387	finish_talk	PlayerName: §· hoµn thµnh nhiÖm vô																						
388	get_talk	PlayerName: Tr­ëng M«n, l¹i gÆp nhau råi.	NpcName: ThiÕu HiÖp lÇn nµy ®Õn, lµ v× chuyÖn tr­íc kia?	PlayerName: §óng vËy	NpcName: Xem ra ThiÕu HiÖp ®· chuÈn bŞ s½n sµng, l©u ngµy kh«ng gÆp, giê thiÕu hiÖp ®· kh¸c x­a nhiÒu.	PlayerName: §a t¹ Tr­ëng M«n, t¹i h¹ lÇn nµy ®Õn ®em theo vµo bøc mËt tİn muèn giao cho Tr­ëng M«n.																		
388	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
389	get_talk	NpcName: Ta hiÓu råi, nh­ vËy, thiÕu hiÖp h·y tiÕp chiªu cña ta ®i.	PlayerName: Tr­ëng m«n xin chØ gi¸o.	NpcName: Ng­¬i h·y ®¸nh b¹i Hµnh Gi¶ Vâ Tßng ë L­¬ng S¬n																				
389	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
390	get_talk	NpcName: ThiÕu hiÖp, ta l¹i gÆp nhau.	PlayerName: S­ th¸i, ®©y lµ MËt Tİn do ®İch th©n Thî RÌn L­u viÕt.																					
390	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
391	get_talk	NpcName: ThiÕu hiÖp h·y tiÕp chiªu cña ta.	PlayerName: Xin hái S­ Th¸i giê ta nªn lµm thÕ nµo.	NpcName: §iÓm tİch lòy x©y dùng trong DiÔn Vò ChiÕn giai ®o¹n 1 ®¹t 300.																				
391	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
392	get_talk	PlayerName: §­êng L·o Th¸i Th¸i, chóng ta l¹i gÆp nhau råi.	NpcName: ThiÕu hiÖp ®Õn vÉn lµ chuyÖn vÒ HuyÒn Tinh sao.	PlayerName: §óng vËy, ®©y lµ MËt Tİn.																				
392	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
393	get_talk	NpcName: Nh­ vËy, l·o hñ còng nhê thiÕu hiÖp gióp mét chuyÖn.	PlayerName: L·o Th¸i Th¸i cø nãi.	NpcName: GÇn ®©y Thiªn ¢m Gi¸o Tæng §µ Long Hæ §­êng t¸i xuÊt giang hå, l·o hñ nghe nãi Long Hæ §­êng c¬ quan trïng trïng, ngang hµng víi l¹i MËt ThÊt  cña §­êng M«n, mong thiÕu hiÖp gióp ta ®Õn ®ã th¨m dß thùc h­. NÕu ®­îc, l·o hñ sÏ kh«ng b¹c ®·i thiÕu hiÖp.	PlayerName: T¹i h¹ nguyÖn dèc hÕt søc m×nh.																			
393	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
394	get_talk	PlayerName: B¸i kiÕn S¸i Tr­ëng M«n	NpcName: ThiÕu hiÖp tr«ng quen qu¸, kh«ng ph¶i lµ ng­êi lÇn tr­íc ®Õn hái vÒ HuyÒn Tinh sao.	PlayerName: §óng lµ t¹i h¹, lÇn nµy ®Õn t¹i h¹ cã ®em theo MËt Tİn.																				
394	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
395	get_talk	NpcName: NÕu lµ Tİn hµm do ®İch th©n Thî RÌn L­u viÕt, ®­îc råi, ta tin ng­¬i. ThÕ nµy ®i, nghe nãi gÇn ®©y cã vŞ quan cña triÒu ®×nh th­êng xuyªn nhê c¸c thÕ lùc vËn tiªu gióp «ng ta. Kh«ng dïng quan viªn l¹i nhê ng­êi trong giang hå, ta nghÜ ¾t lµ chuyÖn mê ¸m, thiÕu hiÖp gióp ta c­íp mét xe tiªu xem chóng ®ang dë trß g×.	PlayerName: S¸i Tr­ëng M«n, tuy lµ nhê ng­êi trong giang hå, nh­ng ®»ng sau dï g× còng lµ ng­êi cña triÒu ®×nh, ®iÒu nµy sî r»ng kh«ng tháa.	NpcName: Ng­¬i sî råi sao?	PlayerName: Kh«ng ph¶i, chØ lµ sî nÕu cã s¬ hë g× sÏ liªn lôy ®Õn S¸i Tr­ëng M«n, ®Õn ph¸i Thóy Yªn.	NpcName: ThÕ th× ®õng ®Ó cã s¬ hë! Chót b¶n l·nh nµy còng kh«ng cã sao cã thÓ lÊy ®­îc HuyÒn Tinh!	PlayerName: T¹i h¹ hiÓu råi, nhÊt ®Şnh sÏ kh«ng phô lßng tr­ëng l·o.																	
395	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
396	get_talk	PlayerName: Gi¸o chñ, kh«ng biÕt gi¸o chñ cã nhí t¹i h¹ kh«ng?	NpcName: NhiÒu chuyÖn nh­ vËy, sao ta nhí ®­îc.	PlayerName: LÇn nµy ®Õn t¹i h¹ cã ®em theo MËt Tİn.																				
396	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
397	get_talk	NpcName:A, ta nhí ra råi, ng­¬i muèn cã viªn ®¸ ®ã; còng ®­îc, vËt nµy ®èi víi ta kh«ng cã t¸c dông nhiÒu, ®­a cho ng­¬i còng ®­îc, chØ lµ ng­¬i ph¶i gióp ta vµi chuyÖn.	PlayerName: Gi¸o chñ cø nãi	NpcName: Nghe nãi ®Êt T©y H¹, §¹i Lı, Thæ Phan s¶n sinh Ngäc Ph¸ch Láng, Ngäc Ph¸ch nµy lµ nguyªn liÖu nu«i ®éc trïng rÊt tèt, ng­¬i gióp ta ®i lÊy mét chót vÒ.	PlayerName: §­îc, ta sÏ ®i b©y giê.																			
397	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
398	get_talk	NpcName: Ng­¬i quay l¹i nhanh vËy. Xem ra viÖc nµy ®èi víi ng­¬i rÊt dÔ, kh«ng ngê ng­¬i l¹i cã b¶n lÜnh nh­ vËy.	PlayerName: §a t¹ gi¸o chñ khen ngîi.	NpcName: ThÕ nµy ®i, nghe nãi T©y H¹, §¹i Lı, Thæ Phån cã ch­a rÊt nhiÒu b¶o vËt, trong ®ã cã mét lo¹i tªn Di VËt B¶o Tµng, v« cïng quı hiÕm. Ng­¬i gióp ta ®i lÊy vÒ.																				
398	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
399	get_talk	PlayerName: Tr­ëng M«n! B¸i kiÕn tr­ëng m«n!	NpcName: Hahaha, míi kh«ng gÆp İt l©u mµ thiÕu hiÖp khiÕn ta ph¶i kinh ng¹c. Kh«ng ngê vâ nghÖ cña thiÕu hiÖp l¹i tiÕn bé nhanh nh­ vËy.	PlayerName: §a t¹ Tr­ëng M«n. Nh÷ng ngµy nµy t¹i h¹ khæ t©m tu luyÖn. LÇn nµy ®Õn t¹i h¹ cßn ®em theo MËt Tİn do ®İch th©n Thî RÌn L­u viÕt.																				
399	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
400	get_talk	NpcName: Ta hiÓu råi. ThÕ nµy nghe nãi gÇn ®©y Tr¶o Nha cña Thiªn ¢m Gi¸o v« cïng ngang ng­îc, mong thiÕu hiÖp ®Õn ThÊt L¹c Nhai d¹y cho chóng mét bµi häc.	PlayerName: T¹i h¹ nhÊt ®Şnh sÏ dèc hÕt søc.	NpcName: H¹ng 1 Phe ph¸i trong ThÊt L¹c Nhai.																				
400	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
401	get_talk	PlayerName: Tham kiÕn Ph­¬ng Tr­îng, kh«ng biÕt Ph­¬ng Tr­îng cßn nhí t¹i h¹ kh«ng.	NpcName: A Di §µ PhËt, thiÕu hiÖp víi ta cã duyªn. Ng­¬i vµ ta cã thÓ gÆp l¹i nhau, nhÊt ®Şnh lµ PhËt Tæ an bµi.	PlayerName: Ph­¬ng Tr­îng, ®©y lµ Tİn Hµm do Thî RÌn L­u viÕt.																				
401	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
402	get_talk	NpcName: Nhµ PhËt chóng ta vèn dÜ kh«ng keo kiÖt víi nh÷ng ng­êi cã duyªn. HuyÒn Tinh tuy lµ vËt trÊn ph¸i, thiÕu hiÖp nÕu cã thÓ v­ît qua ®­îc thİ luyÖn cña ta, ta sÏ lÊy mét phÇn tÆng cho thiÕu hiÖp.	PlayerName: T¹i h¹ b»ng lßng, xin Ph­¬ng Tr­îng cø nãi.	NpcName: NÕu thİ chñ cã thÓ nhËn ®­îc 12 Huy Ch­¬ng Vâ L©m Minh trong Th­ëng Vµng Thî S¨n Thiªn ¢m MËt C¶nh, coi nh­ v­ît qua khiªu chiÕn.																				
402	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
403	get_talk	PlayerName: Bang Chñ! Kh«ng biÕt Bang Chñ cßn nhí t¹i h¹ kh«ng.	NpcName: Ng­¬i lµ ai?	PlayerName: Bang Chñ ®óng lµ quı nh©n nhiÒu chuyÖn dÔ quªn, trong nµy cã MËt Tİn, Bang Chñ xem xong ¾t sÏ nhí ra.																				
403	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
404	get_talk	PlayerName: B¸i kiÕm Th¸i Qu©n.	NpcName: Xin hái thiÕu hiÖp cã viÖc g×.	PlayerName: Th¸i Qu©n, ®©y lµ Tİn Hµm do Thî RÌn L­u viÕt.																				
404	finish_talk	PlayerName: §©y lµ MËt Tİn.																						
405	get_talk	NpcName: Tuy lµ nãi ng­¬i nhËn lêi nhê cËy cña Thî RÌn L­u, nh­ng D­¬ng M«n ta chØ c«ng nhËn ng­êi cã m­u cã dòng, nÕu ng­¬i ®¸nh b¹i ®­îc bÊt cø mét boss ThÕ Giíi nµo ,ta sÏ gióp ng­¬i.	PlayerName: T¹i h¹ nhÊt ®Şnh kh«ng lµm Th¸i Qu©n thÊt väng.																					
405	finish_talk	PlayerName: §· hoµn thµnh khiÕu chiÕn																						
406	get_talk	<color=green>Ph­¬ng L¹p<color>: Th¸nh háa hõng hùc, thiªu ®èt th©n ta, sèng cã g× vui, chÕt cã g× buån. Gi¸o quy nghiªm ngÆt, kh«ng ph¶i tïy tiÖn cã thÓ gia nhËp vµo gi¸o, nh­ng nÓ t×nh ng­¬i tõ xa ®Õn ®©y, nÕu cã thÓ gióp <color=yellow>Th¸nh Háa §µn Hé Ph¸p-§Æng Nguyªn Gi¸c<color> mang vÒ 4 Háa Chñng, ta sÏ cho ng­¬i gia nhËp.	<color=green>PlayerName<color>: Ta ph¶i lµm sao ®©y?	<color=green>Ph­¬ng L¹p<color>: 4 Háa Chñng: Thanh TŞnh, Quang Minh, §¹i Lùc, Trİ TuÖ cña Minh Gi¸o do 4 ng­êi <color=green>Quang Minh H÷u Sø-HÇu §«n, §¹i V©n Ph¸p V­¬ng-V­¬ng DÇn, Xİch DiÖm Ph¸p V­¬ng-T­ Hµnh Ph­¬ng, Quang Minh Ph¸p V­¬ng-LÖ Thiªn NhuËn<color> n¾m gi÷, ng­¬i ph¶i chuÈn bŞ 4 Háa Chung ®Ó bá Háa Chñng, t×m <color=green>Ph­¬ng ThÊt PhËt<color> (185/189) ®Ó lÊy nµo.																				
406	finish_talk	<color=green>Ph­¬ng ThÊt PhËt<color>: §©y lµ 4 Háa Chung, 1 R­îu M¹nh Bİ TruyÒn vµ 1 Gµ Quay Bİ TruyÒn, h·y cÇm lÊy.	<color=green>PlayerName<color>: Sao l¹i cã thªm 2 mãn ®å vËy?	<color=green>Ph­¬ng ThÊt PhËt<color>: Ng­¬i kh«ng biÕt µ, muèn ®i lÊy Háa Chñng th× ®­¬ng nhiªn ph¶i hiÓu râ tİnh t×nh cña c¸c vŞ ph¸p v­¬ng, ch¾c lµ gi¸o chñ kh«ng nãi víi ng­¬i, §¹i V©n Ph¸p V­¬ng-<color=yellow>V­¬ng DÇn<color> lµ ng­¬i quı r­îu nh­ tİnh m¹ng, cßn Xİch DiÖm Ph¸p V­¬ng-<color=yellow>T­ Hµnh Ph­¬ng<color> l¹i lµ ng­êi h¸u ¨n, ng­¬i mang theo hai mãn nµy ®i lÊy Háa Chñng sÏ tiÖn h¬n nhiÒu.																				
407	get_talk	<color=green>Ph­¬ng ThÊt PhËt<color>: §­îc råi, tr­íc tiªn ®i t×m Quang Minh H÷u Sø-<color=yellow>HÇu §«n<color> lÊy Thanh TŞnh Háa Chñng.																						
407	finish_talk	<color=green>HÇu §«n<color>: §©y lµ <color=yellow>Thanh TŞnh Háa Chñng<color>, h·y cÇm lÊy.																						
408	get_talk	<color=green>HÇu §«n<color>: Háa Chñng kh¸c ta kh«ng cã gi÷, h·y ®i t×m <color=yellow>V­¬ng DÇn<color>.																						
408	finish_talk	<color=green>V­¬ng DÇn<color>: Ta ®ang uèng r­îu ngon lµnh, ®õng khiÕn cho ta mÊt høng.	<color=green>PlayerName<color>: Gi¸o chñ b¶o ta ®Õn ®©y lÊy Háa Chñng.	<color=green>V­¬ng DÇn<color>: Háa Chñng g× chø, viÖc uèng r­îu cña ta quan träng h¬n, ®¸ng ghĞt, r­îu còng hÕt råi.	<color=green>PlayerName<color>: Ta ®· chuÈn bŞ r­îu ngon råi, mêi dïng.																			
409	get_talk	<color=green>V­¬ng DÇn<color>: Qu¶ nhiªn lµ r­îu ngon, ta sÏ giao Háa Chñng cho ng­¬i. Háa Chñng kh¸c ta kh«ng cã gi÷, h·y ®i t×m <color=yellow>T­ Hµnh Ph­¬ng<color>.																						
409	finish_talk	<color=green>T­ Hµnh Ph­¬ng<color>: T×m ta cã viÖc g×, ta ®ang chuÈn bŞ ®i ra ngoµi ¨n.	<color=green>PlayerName<color>: Gi¸o chñ b¶o ta ®Õn lÊy Háa Chñng, ngoµi ra cßn chuÈn bŞ cho ng­êi 1 phÇn <color=yellow>Gµ Quay Bİ TruyÒn<color>.																					
410	get_talk	<color=green>T­ Hµnh Ph­¬ng<color>: H·y mang §¹i Lùc Háa Chñng vÒ ®i, c¸i cuèi cïng <color=yellow>Trİ TuÖ Háa Chñng<color> th× ®i t×m<color=yellow>Quang Minh Ph¸p V­¬ng-LÖ Thiªn NhuËn<color> ®Ó lÊy.																						
410	finish_talk	<color=green>PlayerName<color>: B¸i kiÕn LÖ ph¸p v­¬ng, gi¸o chñ b¶o ta ®Õn lÊy Háa Chñng.	<color=green>LÖ Thiªn NhuËn<color>: Tr«ng ng­¬i kh¸ l¹, còng kh«ng biÕt lµ ng­êi tõ ®©u ®Õn. Ta hái ng­¬i, 16 ch÷ ch©m ng«n cña Minh Gi¸o lµ g×?	<color=green>PlayerName<color>: Th¸nh háa hõng hùc, thiªu ®èt th©n ta, sèng cã g× vui, chÕt cã g× buån.	<color=green>LÖ Thiªn NhuËn<color>: Tèt l¾m, xem ra ng­¬i ®óng lµ ng­êi cña Minh Gi¸o, vËy th× h·y cÇm lÊy Háa Chñng.																			
411	get_talk	<color=green>LÖ Thiªn NhuËn<color>: Xem ra ng­¬i ®· lÊy ®ñ Háa Chñng råi, h·y nhanh chãng giao cho <color=yellow>Th¸nh Háa §µn Hé Ph¸p-§Æng Nguyªn Gi¸c<color>. H·y nhí b¶o vÖ Háa Chñng thËt tèt.																						
411	finish_talk	<color=green>§Æng Nguyªn Gi¸c<color>: m, tèt l¾m, ®· ®ñ 4 Háa Chñng råi, th¸nh háa sÏ ch¸y m·i kh«ng døt.																						
412	get_talk	<color=green>§Æng Nguyªn Gi¸c<color>: BiÓu hiÖn cña ng­¬i rÊt tèt, ta ®· ph¸i ng­êi håi b¸o gi¸o chñ, ng­¬i h·y quay vÒ phôc mÖnh.																						
412	finish_talk	<color=green>Ph­¬ng L¹p<color>: <color=yellow>§Æng Nguyªn Gi¸c<color> ®· th«ng b¸o víi ta, ng­¬i ®· giao 4 Háa Chñng cho «ng Êy. Ng­¬i lµm tèt l¾m, hiÖn t¹i cã thÓ gia nhËp gi¸o ph¸i. Nh­ng h·y nhí lÊy, sau khi vµo gi¸o th× ph¶i hµnh thiÖn trõ ¸c, nÕu cã tµi s¶n th× ph¶i cøu trî ng­êi nghÌo, t«n sïng minh t«n.	<color=green>PlayerName<color>: §Ö tö xin ghi nhí.	<color=green>Ph­¬ng L¹p<color>: Tèt, ta sÏ h­íng dÉn cho ng­¬i vÒ vâ häc cña Minh Gi¸o.																				
413	get_talk																							
413	finish_talk	<color=green>Ph­¬ng L¹p<color>: Gi¸o chóng Minh Gi¸o chia thµnh 3 hÖ <color=yellow>Th¸nh ChiÕn, HuyÕt Nh©n, TrËn Binh<color>.	<color=green>Ph­¬ng L¹p<color>: <color=yellow>Th¸nh ChiÕn<color> ®óc kÕt tõ ı nghÜa cña ?Quang minh?, kh«ng sî h·i, dïng th©n m×nh ®Ó nghªnh chiÕn ®Şch tõ chİnh diÖn. Lùc chiÕn do t©m quyÕt ®Şnh, t©m cµng né th× søc cµng m¹nh, chØ cÇn cßn né ı th× kh«ng sî g× c¶. TrÊn ph¸i <color=yellow>Cµn Kh«n §¹i Na Di<color>, kü n¨ng cña <color=yellow>Th¸nh ChiÕn<color> do <color=yellow>Quang Minh Ph¸p V­¬ng-LÖ Thiªn NhuËn<color> truyÒn thô.	<color=green>Ph­¬ng L¹p<color>: <color=yellow>HuyÕt Nh©n<color> ®óc kÕt tõ ı nghÜa cña ?Thanh tŞnh?, thanh tŞnh nh­ tr¨ng s¸ng. Khi chiÕn ®Êu víi hÖ nµy nÕu tróng ph¶i Ên kı thñ ph¸p ®éc m«n, lóc ®Çu sÏ kh«ng cã dÊu vÕt, nÕu dïng thñ ph¸p ®éc m«n ®Ó ph¸ Ên th× søc m¹nh bªn trong sÏ khiÕn kÎ ®Şch bŞ träng th­¬ng. T×m <color=yellow>Xİch DiÖm Ph¸p V­¬ng-T­ Hµnh Ph­¬ng<color> ®Ó häc <color=yellow>Hµn B¨ng Miªn Ch­ëng<color>.	<color=green>Ph­¬ng L¹p<color>: <color=yellow>TrËn Binh<color>®óc kÕt tõ ı nghÜa cña ?Trİ tuÖ?, dµnh cho ng­êi trİ tuÖ. HÖ nµy b¾t nguån tõ Ngò Hµnh Kú, thñ ph¸p bè trËn ®éc ®¸o, kÎ ®Şch khi lät vµo trËn sÏ bŞ khèng chÕ, bÊt kÓ hµnh ®éng hoÆc thi triÓn kü n¨ng ®Òu bŞ t©m ma khèng chÕ, g©y s¸t th­¬ng cho b¶n th©n. Khi ®ång ®éi trong trËn, sÏ c­êng hãa b¶n th©n, ®iÒu trŞ vÕt th­¬ng. TrÊn ph¸i <color=yellow>Quang Minh Ngò Hµnh TrËn<color>, , vâ c«ng cña hÖ nµy do <color=yellow>§¹i V©n Ph¸p V­¬ng-V­¬ng DÇn<color> truyÒn thô.	<color=green>Ph­¬ng L¹p<color>: Ng­¬i ®· gia nhËp Minh Gi¸o, th× h·y chän theo 1 trong 3 h­íng, h·y lùa chän cÈn thËn, mét khi gia nhËp th× kh«ng thÓ hèi hËn.																		
414	get_talk	PlayerName: Nghe nãi tr­íc ®©y liªn quan vµ Thiªn ¢m Gi¸o x¶y ra ®¹i chiÕn, cã mét sè V¨n Søc bŞ thÊt l¹c, nªn ®Õn ®©y thØnh gi¸o B¸ch HiÓu Sinh tiªn sinh.	NpcName: Theo ta biÕt th× mét phÇn V¨n Søc thÊt l¹c ®· bŞ mét nhãm Giang Hå Tiªu TiÓu thõa c¬ c­íp mÊt, <sex> h·y ®Õn <color=yellow>ThÊt L¹c Nhai<color> ®¸nh b¹i 10 <color=yellow>Giang Hå Tiªu TiÓu<color>, th¨m dß tung tİch cña V¨n Søc bŞ c­íp mÊt.																					
414	finish_talk	PlayerName: Tr­ëng l·o, ta ®· mang vÒ mét sè t×nh b¸o, mêi ng­êi xem thö.																						
415	get_talk	PlayerName: Xin hái tr­ëng l·o ®· biÕt ®­îc tung tİch cña V¨n Søc bŞ thÊt l¹c ch­a.	NpcName: C¨n cø theo t×nh b¸o do <sex> mang vÒ, V¨n Søc bŞ thÊt l¹c ë <color=yellow>ThÊt L¹c Nhai<color> trªn ng­êi cña <color=yellow>Giang Hå Tiªu TiÓu §Çu Môc<color>, <sex> h·y ®Õn ®ã lÊy vÒ.																					
415	finish_talk	PlayerName: Tr­ëng l·o, ta ®· lÊy V¨n Søc bŞ thÊt l¹c vÒ ®©y, nh­ng linh khİ trªn V¨n Søc ®· mÊt hÕt, xin hái tr­ëng l·o biÕt c¸ch söa l¹i kh«ng?																						
