Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Sè thø tù mËt tŞch	L­u	id kü n¨ng (dïng ph¸n ®o¸n lo¹i trõ)	L­u	L­u	L­u	L­u	L­u	L­u	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	L­u ( Ch÷ sè)	L­u ph¸i (L­u ph¸i id. Kh«ng ®iÒn hoÆc mÆc ®Şnh sè nhá h¬n 0 ®Òu cã thÓ t¶i)	L­u ( Ch÷ sè)	
Ng­ng-Cuång L«i Phï	2	6	348	1	1	1	348		1023									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
TriÒn-Oanh L«i Phï	2	6	349	1	1	1	349		1024									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>T¨ng gi·n c¸ch sö dông vâ c«ng môc tiªu lªn <color=Gold>20%<color=White>, duy tr× 10 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
Ngù-Phong TÕ	2	6	350	1	1	1	350		1019									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tr¹ng th¸i hÖ phong, tû lÖ miÔn dŞch ¸p chÕ t¨ng <color=Gold>30%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
¸m-B¨ng Phong QuyÕt	2	6	351	1	1	1	351		1021									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>KhiÕn môc tiªu trong vßng 5 gi©y phßng ngù néi c«ng gi¶m <color=Gold>500		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
¸m-Chİch Phong Toµn	2	6	352	1	1	1	352		1061									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Mçi ®ao cã <color=Gold>20%<color=White> tû lÖ khiÕn néi lùc kÎ thï gi¶m 5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
TÊn-D­¬ng Viªm B¹o	2	6	353	1	1	1	353		1064									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>15		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
Ph¸-Th¸nh Háa §ao Ph¸p	2	6	354	1	1	1	354		1054									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>C«ng kİch ngo¹i c«ng t¨ng <color=Gold>30%<color=White>, néi lùc vµ thÓ lùc tèi ®a gi¶m <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
TÊn-Th¸nh Háa §ao Ph¸p	2	6	355	1	1	1	355		1054									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Gi·n c¸ch sö dông Ng­ng Háa Bİch rót ng¾n <color=Gold>15<color=White> gi©y, duy tr× kĞo dµi <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
Tinh-Ng­ng Háa Bİch	2	6	356	1	1	1	356		1059									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Trong thêi gian hiÖu qu¶, bŞ tÊn c«ng cã <color=Gold>50%<color=White> tû lÖ håi phôc 5 ®iÓm néi lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
Ngù-Kim L« Hé ThÓ	2	6	357	1	1	1	357		1055									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Trong thêi gian hiÖu qu¶, miÔn dŞch cho¸ng vµ ®Şnh th©n t¨ng <color=Gold>20%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
Ng­ng-Ngò Linh T¸n Nguyªn	2	6	358	1	1	1	358		1094									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 2 t¨ng <color=Gold>5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
Ng­ng-Ngò Linh Quy Nguyªn	2	6	359	1	1	1	359		1095									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
TËt-Thæ Lao TrËn	2	6	360	1	1	1	360		1093									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Sau khi C¾m Cê Thæ Lao TrËn tèc ®é di chuyÓn b¶n th©n t¨ng <color=Gold>20%<color=White>, duy tr× 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
TriÓn-Cµn Kh«n NghŞch ChuyÓn	2	6	361	1	1	1	361		1091									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Cù ly xuÊt chiªu t¨ng <color=Gold>40%		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
Ng­ng-Quang Minh Bót Ph¸p	2	6	362	1	1	1	362		1084									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Tû lÖ thi triÓn chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
TÊn-Phong Binh LÖnh	2	6	363	1	1	1	363		1088									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>5<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		26		
Sinh-VÉn Th­¬ng Ên	2	6	364	1	1	1	364		1143									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Sinh lùc tèn khi dïng kü n¨ng gi¶m <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
TÊn-Hµn B¨ng T©m Ph¸p	2	6	365	1	1	1	365		1131									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Tèc ®é xuÊt chiªu §o¹n Cèt Tr¶o t¨ng <color=Gold>20%		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
Ngù-Hµn B¨ng T©m Ph¸p	2	6	366	1	1	1	366		1131									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>V« cô <color=Gold>+30<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
Ên-Hµn B¨ng T©m Ph¸p	2	6	367	1	1	1	367		1131									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Tèc ®é thi triÓn cña Hñ Th­¬ng Ên, Hµn HuyÕt Ên, B¨ng HuyÕt Ên, Truy Hån Ên, VÉn Th­¬ng Ên t¨ng <color=Gold>50%<color=White>, nn­ng tû lÖ phßng ngù néi ngo¹i c«ng gi¶m <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
TÊn-Hñ Th­¬ng Ên	2	6	368	1	1	1	368		1133									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Rót ng¾n gi·n c¸ch sö dông vâ c«ng <color=Gold>60<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
§Şnh-§o¹n Cèt Tr¶o	2	6	369	1	1	1	369		1132									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Cã <color=Gold>5%<color=White> tû lÖ khiÕn môc tiªu hçn lo¹n 1 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		27		
Ph¸-Vò V©n T©m Ph¸p	2	6	370	1	1	1	370		1168									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Thu NguyÖt Phó ®¸nh tróng kÎ thï cã <color=Gold>20%<color=White> tû lÖ khiÕn søc m¹nh b¶n th©n t¨ng <color=Gold>50<color=White> ®iÓm, duy tr× 6 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
Ngù-Thiªn L¹i T©m Kinh	2	6	371	1	1	1	371		1172									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tû lÖ miÔn dŞch ®Şnh th©n t¨ng <color=Gold>20%		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
Ngù-Thiªn Háa DiÔm D­¬ng	2	6	372	1	1	1	372		1174									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>V« Cô cña môc tiªu t¨ng <color=Gold>30<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
§Şnh-Méng Xµ	2	6	373	1	1	1	373		1176									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch,<color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>hÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Cã<color=Gold>10%<color=White>tû lÖ khiÕn kÎ ®Şch ®Şnh th©n 2 gi©y,trong lóc xuÊt chiªu tû lÖ phßng ngù cña néi c«ng b¶n th©n gi¶m<color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
Ng­ng-Méng Xµ	2	6	374	1	1	1	374		1176									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
Ng­ng-§iÖp O¸n	2	6	375	1	1	1	375		1173									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		29		
Ph¸-Tiªn L­ H­¬ng	2	6	376	1	1	1	376		1226									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>S¸t th­¬ng t¨ng <color=Gold>500		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
Ph¸-§µo Hoa Ch­¬ng	2	6	377	1	1	1	377		1220									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>HiÖu qu¶ duy tr× kĞo dµi <color=Gold>100%		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
Hãa-Hoµn ThÇn ThuËt	2	6	378	1	1	1	378		1223									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Xua tan 2 hiÖu qu¶ cæ ®éc cña b¶n th©n		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
Sinh-§iÖp LuyÕn Hoa	2	6	379	1	1	1	379		1228									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Mçi 10 gi©y håi phôc thªm <color=Gold>1000 sinh lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
TÊn-Hoµn ThÇn ThuËt	2	6	380	1	1	1	380		1223									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>gi·n c¸ch sö dông Hoµn ThÇn ThuËt rót ng¾n <color=Gold>30<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
Ph¸-B¸ch Hoa Ngäc Lé C«ng	2	6	381	1	1	1	381		1217									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Gi·n c¸ch sö dông Tiªn L­ H­¬ng rót ng¾n <color=Gold>60<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		30		
Linh Lung Thİch QuyÕt	2	6	382	1	1	1	382	1	1873									\image\item\book\jue_008a1.spr	\image\item\book\jue_008a0.spr	XuÊt chiÕu t¨ng [<color=Gold>10<color=White>]%<color=Blue1>x<color=White> MËt tŞch tÊn c«ng ngo¹i c«ng t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Linh Tª Truy MÖnh QuyÕt	2	6	383	1	1	1	383	2	1874									\image\item\book\jue_009a1.spr	\image\item\book\jue_009a0.spr	Sau khi tróng cã [<color=Gold>10<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng   Tû lÖ khiÕn môc tiªu §Şnh Th©n 2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
S¸t ı QuyÕt	2	6	384	1	1	1	384	3	1875									\image\item\book\jue_002a1.spr	\image\item\book\jue_002a0.spr	Tèc ®é xuÊt chiªu t¨ng [<color=Gold>10<color=White>]%<color=Blue1>?<color=White> hç trî c«ng kİch mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Bİch L¹c NhÉn QuyÕt	2	6	385	1	1	1	385	4	1876									\image\item\book\jue_002a1.spr	\image\item\book\jue_002a0.spr	Sau khi tróng cã [<color=Gold>25<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng   Tû lÖ hoµn tr¶ 3 ®iÓm S¸t ı		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Kinh Hång §o¹n QuyÕt	2	6	386	1	1	1	386	5	1877									\image\item\book\jue_003a1.spr	\image\item\book\jue_003a0.spr	Gi·n c¸ch thêi gian rót ng¾n [<color=Gold>5<color=White>] gi©y <color=Blue1>#<color=White> t¨ng hç trî mËt tŞch c«ng kİch		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Thª Phong §o¹t QuyÕt	2	6	387	1	1	1	387	6	1878									\image\item\book\jue_003a1.spr	\image\item\book\jue_003a0.spr	Gi¶m tû lÖ phßng ngù ngo¹i c«ng ®èi ph­¬ng trong 10 gi©y [<color=Gold>25<color=White>]%<color=Blue1>x<color=White> C«ng kİch ngo¹i c«ng mËt tŞch t¨ng 		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Hçn §én §Êu Ph¸ch QuyÕt	2	6	388	1	1	1	388	7	1879									\image\item\book\jue_010a1.spr	\image\item\book\jue_010a0.spr	Gi¶m thêi gian gi·n c¸ch  [<color=Gold>15<color=White>] gi©y <color=Blue1>x<color=White>  Hç trî tÊn c«ng mËt tŞch t¨ng 		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
To¸i Méng B¨ng QuyÕt	2	6	389	1	1	1	389	8	1880									\image\item\book\jue_010a1.spr	\image\item\book\jue_010a0.spr	Khi thi triÓn c«ng kİch ngo¹i c«ng t¨ng [<color=Gold>25<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
L­u Tinh C¶n NguyÖt QuyÕt	2	6	390	1	1	1	390	9	1881									\image\item\book\jue_011a1.spr	\image\item\book\jue_011a0.spr	T¨ng tû lÖ xuyªn qua cña ®¹n [<color=Gold>100<color=White>]%<color=Blue1>?<color=White> hç trî c«ng kİch mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Yªn Vò Mª Li QuyÕt	2	6	391	1	1	1	391	10	1882									\image\item\book\jue_011a1.spr	\image\item\book\jue_011a0.spr	Tû lÖ gi¸n ®o¹n khi dïng kü n¨ng gi¶m [<color=Gold>100<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng<enter>Tû lÖ gi¶m nöa s¸t th­¬ng ph¶i chŞu t¨ng [<color=Gold>25<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		999
Tµn V©n KiÕm Canh QuyÕt	2	6	392	1	1	1	392	1	1886									\image\item\book\jue_008a1.spr	\image\item\book\jue_008a0.spr	Dïng x¸c suÊt néi ngo¹i c«ng khiÕn phßng ngù trong 10 gi©y gi¶m [<color=Gold>25<color=White>]%<color=Blue1> ?<color=White>tÊn c«ng Ngo¹i C«ng MËt TŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
Nh©n KiÕm Hîp NhÊt QuyÕt	2	6	393	1	1	1	393	2	1887									\image\item\book\jue_009a1.spr	\image\item\book\jue_009a0.spr	Tèc ®é tÊn c«ng t¨ng [<color=Gold>20<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
LuyÖn KiÕm-Sİ Hµn QuyÕt	2	6	394	1	1	1	394	3	1888									\image\item\book\jue_002a1.spr	\image\item\book\jue_002a0.spr	Chiªu 1 t¨ng [<color=Gold>10<color=White>]% kİch ho¹t<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî<enter>Thêi gian duy tr× t¨ng [<color=Gold>25<color=White>]%<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî 		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
§o¹n Thñy KiÕm Canh 	2	6	395	1	1	1	395	4	1891									\image\item\book\jue_002a1.spr	\image\item\book\jue_002a0.spr	§o¹n Thñy KiÕm Canh: KiÕm Khİ sÏ tiªu hao [<color=Gold>5<color=White>]% thÓ lùc ®Şch<color=Blue1>?<color=White>MËt tŞch thªm Ngo¹i C«ng 		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
