T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30434	30	40000	0	200	23;23					31679	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30435	30	40000	0	200	23;23					31680	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30436	30	40000	0	200	23;23					31681	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30437	30	40000	0	200	23;23					31682	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30438	30	40000	0	200	23;23					31683	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30439	30	40000	0	200	25;17					31684	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30440	30	40000	0	200	25;17					31685	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30441	30	40000	0	200	25;17					31686	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30442	30	40000	0	200	25;17					31687	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30443	30	40000	0	200	17;25					31688	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30444	30	40000	0	200	17;25					31689	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30445	30	40000	0	200	23;23					31690	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30446	30	40000	0	200	23;23					31691	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30447	30	40000	0	200	23;23					31692	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30448	30	40000	0	200	23;23					31693	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30449	30	40000	0	200	17;25					31694	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30450	30	40000	0	200	17;25					31695	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30451	30	40000	0	200	23;23					31696	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30452	30	40000	0	200	23;23					31697	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30453	30	40000	0	200	25;17					31698	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30454	30	40000	0	200	25;17					31699	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30455	30	40000	0	200	25;17					31700	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30456	30	40000	0	200	25;17					31701	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30457	30	40000	0	200	23;23					31702	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30458	30	40000	0	200	23;23					31703	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30459	30	40000	0	200	23;23					31704	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30460	30	40000	0	200	23;23					31705	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30461	30	40000	0	200	17;25					31706	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30462	30	40000	0	200	17;25					31707	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30463	30	40000	0	200	17;25					31708	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30464	30	40000	0	200	17;25					31709	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30465	30	40000	0	200	17;25					31710	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30466	30	40000	0	200	17;25					31711	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30467	30	40000	0	200	17;25					31712	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30468	30	40000	0	200	17;25					31713	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30469	30	40000	0	200	23;23					31714	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30470	30	40000	0	200	23;23					31715	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30471	30	40000	0	200	23;23					31716	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30472	30	40000	0	200	23;23					31717	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30473	30	40000	0	200	17;25					31718	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30474	30	40000	0	200	17;25					31719	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
