Tªn tr©n ch©u	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôĞÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôĞÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Kı hiÖu Ch©u V¹n T­îng	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Şa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trŞ
TuyÕt-Hµn T«	0	122	521	0	0			55	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	522	0	0			56	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	523	0	0			37	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
TuyÕt-Ngù K×nh	0	122	524	0	0			4	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
TuyÕt-Hµn T«	0	122	525	0	0			55	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	526	0	0			56	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	527	0	0			37	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
TuyÕt-Ngù K×nh	0	122	528	0	0			4	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
TuyÕt-Hµn T«	0	122	529	0	0			55	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	530	0	0			56	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	531	0	0			37	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
TuyÕt-Ngù K×nh	0	122	532	0	0			4	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S­¬ng-Thanh N÷	0	122	533	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S­¬ng-Vi TiÕt	0	122	534	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	535	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S­¬ng-Ngù K×nh	0	122	536	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		1	4	1		1	999
S­¬ng-Thanh N÷	0	122	537	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S­¬ng-Vi TiÕt	0	122	538	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	539	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S­¬ng-Ngù K×nh	0	122	540	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		2	4	1		1	999
S­¬ng-Thanh N÷	0	122	541	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S­¬ng-Vi TiÕt	0	122	542	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	543	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S­¬ng-Ngù K×nh	0	122	544	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		3	4	1		1	999
S­¬ng-Thanh N÷	0	122	545	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S­¬ng-Vi TiÕt	0	122	546	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	547	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S­¬ng-Ngù K×nh	0	122	548	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		4	4	1		1	999
S­¬ng-Thanh N÷	0	122	549	0	0			57	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S­¬ng-Vi TiÕt	0	122	550	0	0			58	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	551	0	0			15	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S­¬ng-Ngù K×nh	0	122	552	0	0			4	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		5	4	1		1	999
S­¬ng-Thanh N÷	0	122	553	0	0			57	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S­¬ng-Vi TiÕt	0	122	554	0	0			58	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	555	0	0			15	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S­¬ng-Ngù K×nh	0	122	556	0	0			4	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		6	4	1		1	999
S­¬ng-Thanh N÷	0	122	557	0	0			57	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S­¬ng-Vi TiÕt	0	122	558	0	0			58	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	559	0	0			15	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
S­¬ng-Ngù K×nh	0	122	560	0	0			4	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		7	4	1		1	999
NhËt-U D­¬ng	0	122	561	0	0			1	21				1	100				\image\item\canghaiyizhu\ÈÕ8a1.spr	\image\item\canghaiyizhu\ÈÕ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		9	4	1		1	999
NhËt-D­¬ng Cèc	0	122	562	0	0			2	21				1	100				\image\item\canghaiyizhu\ÈÕ8a1.spr	\image\item\canghaiyizhu\ÈÕ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NhËt-Ngu Uyªn	0	122	563	0	0			3	21				1	100				\image\item\canghaiyizhu\ÈÕ8a1.spr	\image\item\canghaiyizhu\ÈÕ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NhËt-Ngù K×nh	0	122	564	0	0			4	21				1	100				\image\item\canghaiyizhu\ÈÕ8a1.spr	\image\item\canghaiyizhu\ÈÕ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Väng Th­	0	122	565	0	0			5	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-H¶i Kİnh	0	122	566	0	0			6	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Hµn Bİch	0	122	567	0	0			7	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Ngäc Bµn	0	122	568	0	0			8	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Ng©n C©u	0	122	569	0	0			9	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Hån Uyªn	0	122	570	0	0			10	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
NguyÖt-Ngù K×nh	0	122	571	0	0			4	22				2	100				\image\item\canghaiyizhu\ÔÂ8a1.spr	\image\item\canghaiyizhu\ÔÂ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Tinh-Thiªn Du	0	122	572	0	0			11	23				3	100				\image\item\canghaiyizhu\ĞÇ8a1.spr	\image\item\canghaiyizhu\ĞÇ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Tinh-Quúnh TiÕt	0	122	573	0	0			12	23				3	100				\image\item\canghaiyizhu\ĞÇ8a1.spr	\image\item\canghaiyizhu\ĞÇ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Tinh-TuyÒn C¬	0	122	574	0	0			13	23				3	100				\image\item\canghaiyizhu\ĞÇ8a1.spr	\image\item\canghaiyizhu\ĞÇ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Tinh-Ngù K×nh	0	122	575	0	0			4	23				3	100				\image\item\canghaiyizhu\ĞÇ8a1.spr	\image\item\canghaiyizhu\ĞÇ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
ThÇn-Khèn §«n	0	122	576	0	0			14	24				4	100				\image\item\canghaiyizhu\³½8a1.spr	\image\item\canghaiyizhu\³½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
ThÇn-§¬n KhuyÕt	0	122	577	0	0			15	24				4	100				\image\item\canghaiyizhu\³½8a1.spr	\image\item\canghaiyizhu\³½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
ThÇn-Linh Tr¹ch	0	122	578	0	0			16	24				4	100				\image\item\canghaiyizhu\³½8a1.spr	\image\item\canghaiyizhu\³½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
ThÇn-Ngù K×nh	0	122	579	0	0			4	24				4	100				\image\item\canghaiyizhu\³½8a1.spr	\image\item\canghaiyizhu\³½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thiªn-Hång Qu©n	0	122	580	0	0			17	25				5	100				\image\item\canghaiyizhu\Ìì8a1.spr	\image\item\canghaiyizhu\Ìì8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thiªn-H¹o Th­¬ng	0	122	581	0	0			18	25				5	100				\image\item\canghaiyizhu\Ìì8a1.spr	\image\item\canghaiyizhu\Ìì8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thiªn-Ngù K×nh	0	122	582	0	0			4	25				5	100				\image\item\canghaiyizhu\Ìì8a1.spr	\image\item\canghaiyizhu\Ìì8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§Şa-Kh«n Linh	0	122	583	0	0			19	26				6	100				\image\item\canghaiyizhu\µØ8a1.spr	\image\item\canghaiyizhu\µØ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§Şa-Th¸i Ninh	0	122	584	0	0			20	26				6	100				\image\item\canghaiyizhu\µØ8a1.spr	\image\item\canghaiyizhu\µØ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§Şa-Ngù K×nh	0	122	585	0	0			4	26				6	100				\image\item\canghaiyizhu\µØ8a1.spr	\image\item\canghaiyizhu\µØ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S¬n-Sïng A	0	122	586	0	0			21	27				7	100				\image\item\canghaiyizhu\É½8a1.spr	\image\item\canghaiyizhu\É½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S¬n-Ngäc Ch­íng	0	122	587	0	0			22	27				7	100				\image\item\canghaiyizhu\É½8a1.spr	\image\item\canghaiyizhu\É½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S¬n-Ngù K×nh	0	122	588	0	0			4	27				7	100				\image\item\canghaiyizhu\É½8a1.spr	\image\item\canghaiyizhu\É½8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¶i-Th­¬ng Minh	0	122	589	0	0			23	28				8	100				\image\item\canghaiyizhu\º£8a1.spr	\image\item\canghaiyizhu\º£8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¶i-Minh M«ng	0	122	590	0	0			24	28				8	100				\image\item\canghaiyizhu\º£8a1.spr	\image\item\canghaiyizhu\º£8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¶i-Ngù K×nh	0	122	591	0	0			4	28				8	100				\image\item\canghaiyizhu\º£8a1.spr	\image\item\canghaiyizhu\º£8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Phong-Tïng Xuy	0	122	592	0	0			25	29				9	100				\image\item\canghaiyizhu\·ç8a1.spr	\image\item\canghaiyizhu\·ç8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Phong-Nam Hu©n	0	122	593	0	0			26	29				9	100				\image\item\canghaiyizhu\·ç8a1.spr	\image\item\canghaiyizhu\·ç8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Phong-Long TiÒm	0	122	594	0	0			27	29				9	100				\image\item\canghaiyizhu\·ç8a1.spr	\image\item\canghaiyizhu\·ç8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Phong-Ngù K×nh	0	122	595	0	0			4	29				9	100				\image\item\canghaiyizhu\·ç8a1.spr	\image\item\canghaiyizhu\·ç8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vô-Thñy V©n	0	122	596	0	0			28	30				10	100				\image\item\canghaiyizhu\Îí8a1.spr	\image\item\canghaiyizhu\Îí8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vô-Tè TrÇn	0	122	597	0	0			29	30				10	100				\image\item\canghaiyizhu\Îí8a1.spr	\image\item\canghaiyizhu\Îí8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vô-Thanh Huy	0	122	598	0	0			30	30				10	100				\image\item\canghaiyizhu\Îí8a1.spr	\image\item\canghaiyizhu\Îí8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vô-Ngù K×nh	0	122	599	0	0			4	30				10	100				\image\item\canghaiyizhu\Îí8a1.spr	\image\item\canghaiyizhu\Îí8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Xu©n-Thanh D­¬ng	0	122	600	0	0			31	31				11	100				\image\item\canghaiyizhu\´º8a1.spr	\image\item\canghaiyizhu\´º8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Xu©n-D­¬ng Trung	0	122	601	0	0			32	31				11	100				\image\item\canghaiyizhu\´º8a1.spr	\image\item\canghaiyizhu\´º8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Xu©n-Ngù K×nh	0	122	602	0	0			4	31				11	100				\image\item\canghaiyizhu\´º8a1.spr	\image\item\canghaiyizhu\´º8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¹-Chu Minh	0	122	603	0	0			33	32				12	100				\image\item\canghaiyizhu\ÏÄ8a1.spr	\image\item\canghaiyizhu\ÏÄ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¹-Cöu Thö	0	122	604	0	0			34	32				12	100				\image\item\canghaiyizhu\ÏÄ8a1.spr	\image\item\canghaiyizhu\ÏÄ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
H¹-Ngù K×nh	0	122	605	0	0			4	32				12	100				\image\item\canghaiyizhu\ÏÄ8a1.spr	\image\item\canghaiyizhu\ÏÄ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thu-B¹ch Tµng	0	122	606	0	0			35	33				13	100				\image\item\canghaiyizhu\Çï8a1.spr	\image\item\canghaiyizhu\Çï8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thu-Tè TiÕt	0	122	607	0	0			36	33				13	100				\image\item\canghaiyizhu\Çï8a1.spr	\image\item\canghaiyizhu\Çï8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
