Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0	102	31310	10	1	0	100						32038	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÆì_a1.spr	\image\item\ring\ÇàÁúÁîÆì_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0	102	31311	10	1	0	100						32039	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÆì_a1.spr	\image\item\ring\ÇàÁúÁîÆì_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0	102	31312	10	1	0	100						32040	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÆì_a1.spr	\image\item\ring\ÇàÁúÁîÆì_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0	102	31313	10	1	0	100						32041	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÆì_a1.spr	\image\item\ring\ÇàÁúÁîÆì_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31314	10	1	0	100						32022	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31315	10	1	0	100						32023	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31316	10	1	0	100						32024	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31317	10	1	0	100						32025	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31318	10	1	0	100						32026	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31319	10	1	0	100						32027	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31320	10	1	0	100						32028	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31321	10	1	0	100						32029	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31322	10	1	0	100						32030	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31323	10	1	0	100						32031	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31324	10	1	0	100						32032	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31325	10	1	0	100						32033	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31326	10	1	0	100						32034	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31327	10	1	0	100						32035	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31328	10	1	0	100						32036	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31329	10	1	0	100						32037	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31330	10	1	0	100						32038	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31331	10	1	0	100						32039	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31332	10	1	0	100						32040	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0	102	31333	10	1	0	100						32041	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc qu©n c«ng ®¹t 500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31334	10	1	0	100						32042	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31335	10	1	0	100						32043	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31336	10	1	0	100						32044	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31337	10	1	0	100						32045	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31338	10	1	0	100						32046	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31339	10	1	0	100						32047	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31340	10	1	0	100						32048	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31341	10	1	0	100						32049	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31342	10	1	0	100						32050	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31343	10	1	0	100						32051	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31344	10	1	0	100						32052	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31345	10	1	0	100						32053	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31346	10	1	0	100						32054	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31347	10	1	0	100						32055	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31348	10	1	0	100						32056	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31349	10	1	0	100						32057	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31350	10	1	0	100						32058	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31351	10	1	0	100						32059	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31352	10	1	0	100						32060	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0	102	31353	10	1	0	100						32061	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31354	10	1	0	100						32042	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31355	10	1	0	100						32043	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31356	10	1	0	100						32044	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31357	10	1	0	100						32045	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31358	10	1	0	100						32046	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31359	10	1	0	100						32047	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31360	10	1	0	100						32048	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0	102	31361	10	1	0	100						32049	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁú»¢·û_a1.spr	\image\item\ring\ÇàÁú»¢·û_a0.spr	Trang søc do ThÇn Thanh Long ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc C«ng Tr¹ng ®¹t 1,500,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
